ranking,"series name ",Year,certificate,runtime,genre,rating,DETAILS,ACTOR 1,ACTOR 2,ACTOR 3,ACTOR 4,VOTES
523,Kipo and the Age of Wonderbeasts,-2020,PG,24 min,"Animation, Action, Adventure",,A girl explores the possibilities in a post-apocalyptic world.,Karen Fukuhara,Sydney Mikayla,Dee Bradley Baker,Deon Cole,"5,577"
524,Winning Time: The Rise of the Lakers Dynasty,(2022– ),A,59 min,"Biography, Drama, Sport",,"The professional and personal lives of the 1980s Los Angeles Lakers, one of sports' most revered and dominant dynasties - a team that defined an era, both on and off the court.",John C. Reilly,Quincy Isaiah,Jason Clarke,Gaby Hoffmann,"16,123"
525,The Spectacular Spider-Man,(2008–2009),PG,23 min,"Animation, Action, Adventure",,"An animated television show that focuses on a sixteen-year-old Peter Parker, and the origins of Spider-Man.",Josh Keaton,Lacey Chabert,Joshua LeBar,Grey Griffin,"14,692"
526,Cranford,(2007–2010),12,469 min,Drama,,"In the 1840s, Cranford is ruled by the ladies. They adore good gossip, and romance and change is in the air, as the unwelcome grasp of the Industrial Revolution rapidly approaches their beloved rural market-town.",Judi Dench,Imelda Staunton,Julia McKenzie,Lisa Dillon,"9,662"
527,The Life & Times of Tim,(2008–2012),,900 min,"Animation, Comedy",,Watch as Tim finds himself in several awkward situations in this HBO cartoon comedy.,Steve Dildarian,M.J. Otto,Nick Kroll,Matt Johnson,"6,491"
528,Tengen Toppa Gurren Lagann,(2007–2008),15,24 min,"Animation, Action, Adventure",,"Two friends, Simon and Kamina, become the symbols of rebellion against the powerful Spiral King, who forced mankind into subterranean villages.",Yuri Lowenthal,Steve Blum,Sam Riegel,Johnny Yong Bosch,"17,698"
529,Californication,(2007–2014),18,28 min,"Comedy, Drama",,"A writer tries to juggle his career, his relationship with his daughter and his ex-girlfriend, as well as his appetite for beautiful women.",David Duchovny,Natascha McElhone,Evan Handler,Pamela Adlon,"179,438"
530,Life,(I) (2007–2009),15,45 min,"Crime, Drama, Mystery",,A former police officer returns to the force after having been wrongly imprisoned for years.,Damian Lewis,Sarah Shahi,Adam Arkin,Brent Sexton,"33,973"
531,Welcome to the NHK!,-2006,15,24 min,"Animation, Comedy, Drama",,This surreal dramedy follows Satou Tatsuhiro as he attempts to escape the evil machinations of the NHK.,Yutaka Koizumi,Yui Makino,Michael C. Pizzuto,Monica Rial,"6,700"
532,Metalocalypse,(2006–2013),18,11 min,"Animation, Comedy, Music",,"The epic and over-the-top adventures of Dethklok, the world's most successful death metal band.",Brendon Small,Tommy Blacha,Mark Hamill,Victor Brandt,"16,790"
533,In Treatment,(2008–2021),15,30 min,Drama,,"A psychotherapist questions his abilities and gets help by reuniting with his old therapist, whom he has not seen for ten years.",Gabriel Byrne,Uzo Aduba,Dianne Wiest,Michelle Forbes,"17,265"
534,30 Rock,(2006–2013),12,22 min,Comedy,,"Liz Lemon, head writer of the sketch comedy show ""TGS with Tracy Jordan"", must deal with an arrogant new boss and a crazy new star, all while trying to run a successful television show without losing her mind.",Tina Fey,Alec Baldwin,Tracy Morgan,Jack McBrayer,"122,286"
535,Studio 60 on the Sunset Strip,(2006–2007),,44 min,"Comedy, Drama",,A behind-the-scenes look at a fictional sketch-comedy television show.,Matthew Perry,Amanda Peet,Bradley Whitford,Steven Weber,"24,157"
536,How I Met Your Mother,(2005–2014),12,22 min,"Comedy, Romance",,A father recounts to his children - through a series of flashbacks - the journey he and his four best friends took leading up to him meeting their mother.,Josh Radnor,Jason Segel,Cobie Smulders,Neil Patrick Harris,"666,664"
537,Prison Break,(2005–2017),15,44 min,"Action, Crime, Drama",,"Due to a political conspiracy, an innocent man is sent to death row and his only hope is his brother, who makes it his mission to deliberately get himself sent to the same prison in order to break the both of them out, from the inside.",Dominic Purcell,Wentworth Miller,Amaury Nolasco,Robert Knepper,"520,638"
538,Extras,(2005–2007),15,30 min,"Comedy, Drama",,"Andy Millman (Ricky Gervais) is an actor with ambition and a script. Reduced to working as an extra with a useless agent, Andy's attempts to boost his career invariably end in failure and embarrassment.",Ricky Gervais,Ashley Jensen,Stephen Merchant,Shaun Williamson,"56,642"
539,The Late Late Show with Craig Ferguson,(2005–2015),,40 min,"Comedy, Music, Talk-Show",,"Making a satire out of the entire Late Night Show concept Scotsman  hosts his show with a robot skeleton and a ""horse"" as his sidekicks. The show features the stereotypical parts of a Late Show, but all in their own, raw way.",Craig Ferguson,Shadoe Stevens,Josh Robert Thompson,Joseph Bolter,"11,059"
540,Corner Gas,(2004–2009),,30 min,Comedy,,"The life, or lack thereof, of a proprietor of a gas station, which is the only stop for miles around and a hub of action on the Prairies.",Brent Butt,Gabrielle Miller,Fred Ewanuick,Eric Peterson,"7,311"
541,MythBusters,(2003–2018),15,48 min,"Documentary, Mystery, Reality-TV",,A weekly documentary in which two Hollywood special effects experts attempt to debunk urban legends by directly testing them.,Robert Lee,Jamie Hyneman,Adam Savage,Kari Byron,"52,375"
542,Rescue Me,(2004–2011),15,60 min,"Comedy, Drama",,Tommy Gavin deals with the fears of his job as a firefighter and seeing his ex-wife dating other men.,Denis Leary,Michael Lombardi,Steven Pasquale,Andrea Roth,"26,395"
543,Wonderfalls,-2004,,60 min,"Comedy, Drama, Fantasy",,24-year-old loner B.A. Jaye lives in a trailer park and sells souvenirs in Niagara Falls. Animal figurines and dolls speak to her and force her to interact with people and try to help them.,Caroline Dhavernas,Katie Finneran,Tyron Leitso,William Sadler,"12,676"
544,Megas XLR,(2004–2005),PG,30 min,"Animation, Short, Action",,Two teenage slackers find a mecha from the future that had been lying in a New Jersey junkyard for nearly 60 years and make modifications much to the dismay of the robot's attractive creator.,David DeLuise,Wendee Lee,Steve Blum,Scot Rienecker,"5,820"
545,Wire in the Blood,(2002–2009),15,69 min,"Crime, Drama, Mystery",,A psychologist gets inside of the minds of both killers and victims to aid the police in solving gruesome serial killings in Northern England.,Robson Green,Mark Letheren,Emma Handy,Mark Penfold,"8,256"
546,Courage the Cowardly Dog,(1999–2002),U,11 min,"Animation, Adventure, Comedy",,"The offbeat adventures of Courage, a cowardly dog who must overcome his own fears to heroically defend his unknowing farmer owners from all kinds of dangers, paranormal events and menaces that appear around their land.",Marty Grabstein,Thea White,Peter Fernandez,Simon Prebble,"43,875"
547,Farscape,(1999–2003),18,50 min,"Action, Adventure, Drama",,"Thrown into a distant part of the universe, an Earth astronaut finds himself part of a fugitive alien starship crew.",Ben Browder,Claudia Black,Anthony Simcoe,Lani John Tupu,"36,768"
548,The Adventures of Tintin,(1991–1992),U,30 min,"Animation, Action, Adventure",,"The adventures of the young reporter, his faithful dog and friends as they travel around the world on adventures.",Colin O'Meara,Thierry Wermuth,Christian Pelissier,Henri Labussière,"17,979"
549,Sports Night,(1998–2000),,30 min,"Comedy, Drama, Sport",,"Casey McCall and Dan Rydell are sports anchors and best friends on ""Sports Night"", a nightly cable program.",Josh Charles,Peter Krause,Felicity Huffman,Joshua Malina,"8,113"
550,Spooks,(2002–2011),15,60 min,"Action, Crime, Drama",,"The missions of MI-5, the UK's domestic intelligence organization.",Peter Firth,Hugh Simon,Nicola Walker,Rupert Penry-Jones,"16,264"
551,Jeopardy!,(1984– ),,30 min,Game-Show,8.3,A returning champion and two challengers test their buzzer skills and their knowledge in a wide range of academic and popular categories.,Alex Trebek,Johnny Gilbert,Jimmy McGuire,Sarah Whitcomb Foss,"7,308"
552,Buffy the Vampire Slayer,(1997–2003),12,44 min,"Action, Drama, Fantasy",8.3,"A young woman, destined to slay vampires, demons and other infernal creatures, deals with her life fighting evil, with the help of her friends.",Sarah Michelle Gellar,Nicholas Brendon,Alyson Hannigan,Anthony Head,"143,983"
553,The Daily Show,(1996– ),,22 min,"Comedy, News, Talk-Show",8.3,A comedy news show featuring humorous takes on top stories.,Jon Stewart,Trevor Noah,Stephen Colbert,John Oliver,"46,843"
554,Life with Louie,(1994–1998),,30 min,"Animation, Adventure, Comedy",8.3,"Adventures of Louie Anderson as a child, growing up with his sweet-hearted mother, his loud and war crazed father, his 10 siblings, and children at school who love to tease him.",Louie Anderson,Edie McClurg,Justin Shenkarow,Miko Hughes,"7,830"
555,The Kingdom,(1994–2022),18,561 min,"Comedy, Drama, Fantasy",8.3,"Doctors at an ultramodern hospital in Denmark become convinced, by way of weird, inexplicable happenings, that the place is haunted.",Ernst-Hugo Järegård,Kirsten Rolffes,Ghita Nørby,Søren Pilmark,"17,962"
556,"The Adventures of Brisco County, Jr.",(1993–1994),,45 min,"Action, Adventure, Comedy",8.3,"A bounty hunter rides the Old West, fighting bad guys, many with futuristic-type gadgets.",Bruce Campbell,Julius Carry,Christian Clemenson,Comet,"8,571"
557,Bottom,(1991–1995),15,30 min,Comedy,8.3,"Two perpetually bored and broke flatmates waste their days in a futile struggle to get laid, earn cash, and not kill one another.",Adrian Edmondson,Rik Mayall,Steven O'Donnell,Christopher Ryan,"13,068"
558,Salute Your Shorts,(1991–1992),U,30 min,"Comedy, Drama, Family",8.3,"A group of kids at a summer camp, run by the heard-but-never-seen Dr. Kahn, form friendships as they spend time harassing buffoonish camp counselor Kevin ""Ug"" Lee.",Trevor Eyster,Danny Cooksey,Michael Bower,Kirk Baily,"5,690"
559,A Bit of Fry and Laurie,(1987–1995),15,30 min,Comedy,8.3,Comedy sketches written and performed by renowned duo Stephen Fry and Hugh Laurie.,Stephen Fry,Hugh Laurie,Deborah Norton,Geoffrey McGivern,"9,492"
560,Northern Exposure,(1990–1995),12,60 min,"Comedy, Drama",8.3,A newly graduated doctor is required to set up his practice in an eccentric Alaskan town.,Rob Morrow,Janine Turner,Barry Corbin,John Cullum,"16,614"
561,Barney Miller,(1975–1982),,30 min,"Comedy, Drama",8.3,The Captain of the NYPD 12th Precinct and his staff handle the various local troubles and characters that come into the squad room.,Hal Linden,Abe Vigoda,Max Gail,Steve Landesberg,"5,973"
562,Porridge,(1974–1977),PG,45 min,"Comedy, Crime",8.3,"The prison life of Fletcher, a criminal serving a five-year sentence, as he strives to bide his time, keep his record clean, and refuses to be ground down by the prison system.",Ronnie Barker,Brian Wilde,Fulton Mackay,Richard Beckinsale,"6,194"
563,The Avengers,(1961–1969),PG,60 min,"Action, Comedy, Crime",8.3,A quirky spy show of the adventures of eccentrically suave British Agent John Steed and his predominately female partners.,Patrick Macnee,Diana Rigg,Honor Blackman,Linda Thorson,"7,806"
564,Perry Mason,(1957–1966),PG,60 min,"Crime, Drama, Mystery",8.3,"The cases of a master criminal defense attorney, handling the most difficult of cases in the aid of the innocent.",Raymond Burr,Barbara Hale,William Hopper,Ray Collins,"9,105"
565,Exit,(2019– ),,30 min,"Crime, Drama, Thriller",8.2,A dark drama series based on true stories from Norway's financial scene.,Simon J. Berger,Agnes Kittelsen,Tobias Santelmann,Pål Sverre Hagen,"9,421"
566,Hello Mini,(2019– ),18,25 min,Thriller,8.2,"A thriller drama series, revolving around Rivanah Bannerjee, an independent girl, living alone in Mumbai. She has the perfect life: doting parents, a loving boyfriend, and a great job. But ...                 »",Anuja Joshi,Mrinal Dutt,Anshul Pandey,Vineet Sharma,"16,141"
567,Loki,(2021– ),12,,"Action, Adventure, Fantasy",8.2,The mercurial villain Loki resumes his role as the God of Mischief in a new series that takes place after the events of “Avengers: Endgame.”,Tom Hiddleston,Owen Wilson,Gugu Mbatha-Raw,Sophia Di Martino,"289,240"
568,Baegabondeu,-2019,15,60 min,"Action, Mystery, Thriller",8.2,An ordinary man who comes across surprising circumstances that place him in the center of a huge corruption scandal.,Lee Seung-gi,Bae Suzy,Moon Jeong-Hee,Yun-shik Baek,"7,849"
569,Banana Fish,-2018,16,22 min,"Animation, Action, Adventure",8.2,The story captures the war between a mafia boss named Dino and a young gang leader searching for redemption.,Yoshimasa Hosoya,Toshiyuki Morikawa,Jun Fukuyama,Makoto Furukawa,"5,627"
570,Undone,(2019– ),15,23 min,"Animation, Drama, Fantasy",8.2,A woman discovers she has a new relationship with time after surviving a car accident that almost killed her.,Rosa Salazar,Angelique Cabral,Constance Marie,Bob Odenkirk,"19,441"
571,Patriot Act with Hasan Minhaj,(2018–2020),18,25 min,"Comedy, News, Talk-Show",8.2,"In this weekly show, the former Daily Show correspondent Hasan Minhaj brings his unique comedic voice and storytelling skill to explore the larger grim trends shaping our fragmented world.",Hasan Minhaj,Joyelle Johnson,Arnab Goswami,Andrew Yang,"7,319"
572,The Owl House,(2020– ),,22 min,"Animation, Action, Adventure",8.2,"Accidentally sent to the world of the Boiling Isles before a trip to summer camp, a teenage human named Luz longs to become a witch, with the rebellious Eda and pint-sized demon King at her aid.",Sarah-Nicole Robles,Alex Hirsch,Wendie Malick,Tati Gabrielle,"10,005"
573,Amphibia,(2019–2022),9+,23 min,"Animation, Action, Adventure",8.2,"Ordinary Anne Boonchuy, 13, finds a music box that sends her to Amphibia, a world full of frogs, toads, and giant insects. With help from Sprig, she must adjust to life in Amphibia and discover the first true friendship in her life.",Brenda Song,Justin Felbinger,Bill Farmer,Amanda Leighton,"5,315"
574,The Kominsky Method,(2018–2021),15,30 min,"Comedy, Drama",8.2,"An aging actor, who long ago enjoyed a brush with fame, makes his living as an acting coach.",Michael Douglas,Sarah Baker,Graham Rogers,Melissa Tang,"39,056"
575,Gentleman Jack,(2019– ),15,60 min,"Biography, Drama, History",8.2,"A dramatization of the life of LGBTQ+ trailblazer, voracious learner, and cryptic diarist Anne Lister.",Suranne Jones,Sophie Rundle,Gemma Whelan,Ben Hunter,"12,913"
576,Killing Eve,(2018–2022),15,42 min,"Action, Adventure, Drama",8.2,"After a series of events, the lives of a security operative and an assassin become inextricably linked.",Jodie Comer,Sandra Oh,Fiona Shaw,Kim Bodnia,"114,856"
577,Little Things,(2016– ),15,16 min,"Comedy, Romance",8.2,"A cohabiting couple in their 20s navigate the ups and downs of work, modern-day relationships and finding themselves in contemporary Bengaluru.",Dhruv Sehgal,Mithila Palkar,Loveleen Mishra,Navni Parihar,"6,573"
578,Money Heist,(2017–2021),15,70 min,"Action, Crime, Drama",8.2,An unusual group of robbers attempt to carry out the most perfect robbery in Spanish history - stealing 2.4 billion euros from the Royal Mint of Spain.,Úrsula Corberó,Álvaro Morte,Itziar Ituño,Pedro Alonso,"459,699"
579,Snowfall,(2017– ),18+,44 min,"Crime, Drama",8.2,A look at the early days of the crack cocaine epidemic in Los Angeles during the beginning of the 1980s.,Damson Idris,Carter Hudson,Isaiah John,Amin Joseph,"17,454"
